Radio Frequency,Azimuth,Angle Of Elevation,Ground_Truth
5410,0.064242246,0,Emitter_1
5408.530158,1.842514801,1.699641096,Emitter_2
5400.643827,1.935745057,1.769686384,Emitter_2
5410,0.402372845,0,Emitter_1
5403.165987,1.698283025,1.023171648,Noise
5409.025561,2,1.836616821,Emitter_2
5401.916773,1.852258461,2,Emitter_2
5400,0.204565514,0.281141589,Emitter_1
5407.637554,1.825123358,0.496559734,Noise
5402.009876,1.793279552,1.906890231,Emitter_2
5408.791788,1.443198058,1.995282418,Emitter_2
5410,2,1.555151771,Emitter_2
5400,1.745393493,2,Emitter_2
5400,1.510773238,1.676785541,Emitter_2
5403.049583,1.822844145,1.819482724,Emitter_2
5407.877764,1.770895638,2,Emitter_2
5402.512387,1.594225546,1.328627183,Emitter_2
5400,0.05762766,0.012492785,Emitter_1
5400,0.174982033,0.257023911,Emitter_1
5409.3098,0.126383965,1.33028628,Noise
5400.459435,1.592607518,1.677443385,Emitter_2
5400,0.499388403,0,Emitter_1
5403.414419,1.999068045,1.44855158,Emitter_2
5401.988586,1.44002626,1.084533585,Noise
5400,1.991275507,1.743535469,Emitter_2
5410,1.725801465,1.872040263,Emitter_2
5410,0.008431019,0.226424672,Emitter_1
5410,1.835519816,2,Emitter_2
5410,1.605156834,1.995530503,Emitter_2
5400.643553,1.479234049,1.750413839,Emitter_2
5403.566755,1.471669034,1.974475652,Emitter_2
5402.225281,1.799473467,2,Emitter_2
5401.450889,1.492103662,1.282722746,Noise
5400,1.771980201,1.933442241,Emitter_2
5400,1.949391211,1.793128378,Emitter_2
5407.189628,1.07714241,1.408884951,Noise
5400,1.782937358,1.628659934,Emitter_2
5400,0.345264482,0.041695461,Emitter_1
5400,1.5380727,2,Emitter_2
5405.497655,1.635246207,1.686733068,Emitter_2
5403.8043,1.651389269,1.828610437,Emitter_2
5410,1.790206286,1.529448078,Emitter_2
5403.40464,0.620587868,1.448058545,Noise
5400,0.400275759,0,Emitter_1
5405.797368,0.237937079,0.545859862,Noise
5407.349446,1.602431753,1.626488172,Emitter_2
5400,1.887840991,1.760080839,Emitter_2
5410,1.859303473,2,Emitter_2
5410,0.06912061,0.195739589,Emitter_1
5400,0.361632392,0.067719966,Emitter_1
5402.888211,1.388579866,1.933021023,Noise
5401.824504,1.990853176,1.871247897,Emitter_2
5400,0.216426891,0.298742791,Emitter_1
5400.371833,1.890328006,1.793347352,Emitter_2
5410,1.734878332,2,Emitter_2
5400,1.8359523,2,Emitter_2
5400,1.533619485,1.476953438,Emitter_2
5410,0.048831612,0.028793357,Emitter_1
5400,1.985839679,1.857580261,Emitter_2
5400,0.477367058,0,Emitter_1
5407.016359,1.111163295,1.940489123,Noise
5409.64101,1.631774179,1.539666606,Emitter_2
5401.840032,0.164048362,0,Emitter_1
5400,1.71989812,1.938206468,Emitter_2
5404.988055,2,1.725300365,Emitter_2
5400,1.861888945,1.632431172,Emitter_2
5401.537974,1.869869417,1.663103831,Emitter_2
5400,0.387535524,0.148026102,Emitter_1
5400,2,1.782695243,Emitter_2
5410,1.834223773,1.829491565,Emitter_2
5410,1.830416238,1.891043104,Emitter_2
5410.533239,2.10180876,1.944104696,Emitter_2
5410,1.833758285,1.762696591,Emitter_2
5398.513325,1.962744137,2.050783975,Emitter_2
5409.417349,0.504456737,0,Emitter_1
5406.49567,0.270989378,1.07578479,Noise
5410,1.537744098,1.755752336,Emitter_2
5410,1.644889079,2,Emitter_2
5400,1.56969952,1.506370425,Emitter_2
5402.907824,1.667870115,1.638368951,Emitter_2
5400,1.921197152,1.796223252,Emitter_2
5400,0.30859784,0,Emitter_1
5404.383215,1.830986356,1.870768024,Emitter_2
5406.611508,1.444727432,0.881801717,Noise
5400,1.85196438,1.660433315,Emitter_2
5410,1.894553684,1.612420331,Emitter_2
5400.254969,2,1.731331227,Emitter_2
5399.753702,1.646346167,1.841728758,Emitter_2
5410,0.019166426,0,Emitter_1
5400,0.10598437,0,Emitter_1
5400,0.32780901,0.157708627,Emitter_1
5400,1.842040459,1.764735315,Emitter_2
5400,1.645996574,1.877069997,Emitter_2
5400,0.190140263,0,Emitter_1
5409.686735,1.609576254,1.785644231,Emitter_2
5404.655299,0.374824924,0,Emitter_1
5401.904036,0.320871594,0.69297047,Noise
5400,2,1.464660793,Emitter_2
5400,0.134447348,0,Emitter_1
5400,0.292024201,0.087394214,Emitter_1
5410,1.761834076,1.982823032,Emitter_2
5407.364538,1.528845766,1.405893241,Noise
5400,1.499157043,1.737946209,Emitter_2
5401.73865,0.286741404,0.125520707,Emitter_1
5410,2,1.750212855,Emitter_2
5410,2,1.642032089,Emitter_2
5400,1.652636998,1.868940155,Emitter_2
5401.884865,0.232142093,0.041648727,Emitter_1
5400,1.805338329,2,Emitter_2
5400.440622,1.629727826,0.702345567,Noise
5403.394203,1.06263363,1.792735675,Noise
5405.512548,0.208388208,0,Emitter_1
5410,1.603871652,1.846886445,Emitter_2
5400,1.817146558,1.779844453,Emitter_2
5400,1.638977714,1.596665685,Emitter_2
5400,1.74725906,1.940205021,Emitter_2
5400,2,1.670789625,Emitter_2
5411.339256,0.381450904,-0.104399351,Emitter_1
5409.087408,1.546939612,1.798663247,Emitter_2
5410,0.278911204,0.084834241,Emitter_1
5400,0.260570071,0.1408141,Emitter_1
5400,0.681324449,0,Emitter_1
5403.830834,1.902185733,1.634492791,Emitter_2
5400,2,1.444358795,Emitter_2
5410,1.894985885,1.585360723,Emitter_2
5410,2,1.76354656,Emitter_2
5401.08004,2,2,Emitter_2
5404.09866,1.918357143,1.6363685,Emitter_2
5410,1.57662346,1.676667999,Emitter_2
5409.081482,0.194264576,0.492833409,Noise
5400,1.710124343,2,Emitter_2
5400.348999,0.203748064,0,Emitter_1
5405.364309,1.176638487,1.809055396,Emitter_2
5400.526975,0.841364613,1.847496584,Noise
5400,0.308471189,0,Emitter_1
5405.288504,1.851195973,1.758132067,Emitter_2
5401.947272,1.429770164,0.588312766,Noise
5400,1.649858417,1.477358243,Emitter_2
5400,0.604997122,0.30561033,Emitter_1
5410,1.860371296,2,Emitter_2
5400,1.686797564,1.656962032,Emitter_2
5400,1.81856275,1.653514683,Emitter_2
5408.111983,2,1.868857846,Emitter_2
5400,2,1.577405155,Emitter_2
5410,0.273085013,0.002866467,Emitter_1
5400,0.869984904,0.011124406,Emitter_1
5400,0.352233584,0.105115745,Emitter_1
5400,0.433774631,0.228194724,Emitter_1
5405.815306,2,1.759460035,Emitter_2
5400,2,2,Emitter_2
5410,0.230504155,0,Emitter_1
5400,1.843778608,1.946147637,Emitter_2
5400,1.53193488,1.887825063,Emitter_2
5410,2,1.794040006,Emitter_2
5410,0.259530879,0.016512725,Emitter_1
5400,0.234224339,0,Emitter_1
5403.328541,1.830827635,1.869322528,Emitter_2
5402.602932,1.746285606,1.70172994,Emitter_2
5400,0,0.255095404,Emitter_1
5400,1.736035922,1.693593887,Emitter_2
5402.587962,1.625075376,1.935027754,Emitter_2
5402.248021,1.471904299,1.942912313,Emitter_2
5406.739818,1.961244704,1.783872048,Emitter_2
5403.973531,1.694008059,1.20117811,Emitter_2
5405.342759,0.343118568,1.906368864,Noise
5400,1.743545167,1.792243456,Emitter_2
5400,1.720227167,1.961848625,Emitter_2
5401.402388,1.887672938,2.06701864,Emitter_2
5410,2,1.600694514,Emitter_2
5400,1.633365741,1.813208835,Emitter_2
5407.284276,0.920555816,1.651518769,Noise
5407.503365,0.3325031,0.128092195,Emitter_1
5404.288687,1.803498992,2,Emitter_2
5410,0.230392751,0,Emitter_1
5400.644396,0.623060987,0.300680457,Emitter_1
5402.175612,0.223373624,0.090129102,Emitter_1
5410,0,0.274064942,Emitter_1
5403.254442,1.432747052,1.86248104,Noise
5398.848789,0.44114934,0.098892404,Emitter_1
5408.804956,2,1.901276298,Emitter_2
5402.022373,0.19450934,0.136972249,Emitter_1
5400.758201,0.190343846,0,Emitter_1
5403.505305,2,2,Emitter_2
5408.495877,0.400909767,0.417730715,Noise
5406.605765,1.908204116,1.599152739,Emitter_2
5402.625968,1.596356956,0.053541394,Noise
5410,1.58784583,2,Emitter_2
5400,1.559628247,1.811591198,Emitter_2
5400,0.173855303,0.186232783,Emitter_1
5403.617048,1.270612,1.732847648,Emitter_2
5409.574731,1.68829699,1.845076515,Emitter_2
5408.726835,1.853936178,2,Emitter_2
5410,1.706156821,1.883140703,Emitter_2
5400,2,1.994884147,Emitter_2
5407.649024,1.085493643,0.627041852,Noise
5400,1.797779798,1.833491132,Emitter_2
5406.509361,1.713807515,0.332857445,Noise
5400.591453,1.625826852,1.901265279,Emitter_2
5400,1.925821167,2,Emitter_2
5410,0.333727558,0.312055744,Emitter_1
5400.714202,0.626404272,0.295409003,Noise
5402.463883,0.798278825,0,Emitter_1
5406.270162,0.59341105,0.49580015,Noise
5401.064209,1.82658659,1.786272767,Emitter_2
5405.303971,1.620327887,1.968515241,Emitter_2
5410,1.638962241,1.302129474,Emitter_2
5400,1.750019072,1.526498075,Emitter_2
5410,1.621301186,1.91543246,Emitter_2
5410,0,0,Emitter_1
5401.038476,1.520623359,1.681685986,Emitter_2
5404.966863,0.442799035,0.029451207,Emitter_1
5400,1.519392145,2,Emitter_2
5400,1.885415411,1.687868515,Emitter_2
5401.344084,1.489755011,1.754337428,Noise
5400,1.791615617,1.807111187,Emitter_2
5400,1.440291643,1.753068366,Emitter_2
5400,0.386055338,0,Emitter_1
5404.881271,1.411796099,1.907869155,Emitter_2
5400,2,1.680683929,Emitter_2
5408.863972,1.675498808,1.833276878,Emitter_2
5410,1.636622882,2,Emitter_2
5410,2,1.629105284,Emitter_2
5402.469451,1.737344605,1.645538551,Emitter_2
5400,1.620951278,1.704455403,Emitter_2
5407.20597,1.042960214,1.251271999,Noise
5400,0.007642962,0.15758716,Emitter_1
5400.085775,1.72340503,2,Emitter_2
5400,0.719607993,0,Emitter_1
5405.325512,0.80466432,1.963562525,Noise
5400,0.215325498,0,Emitter_1
5400,1.595503187,1.692902873,Emitter_2
5405.737262,0.95334494,0.342273699,Noise
5400,2,1.708530977,Emitter_2
5409.444485,1.621493266,2,Emitter_2
5400,1.688722071,1.705289883,Emitter_2
5400,0,0.254705776,Emitter_1
5400,1.775630997,1.711214636,Emitter_2
5410,2,1.722010285,Emitter_2
5408.234221,1.870262475,2,Emitter_2
5400.549064,1.904774113,1.46713464,Emitter_2
5401.182823,0.444378664,0.094950794,Emitter_1
5400,1.563738484,1.66137437,Emitter_2
5400,1.963983229,1.784634354,Emitter_2
5400,1.802411985,1.624076028,Emitter_2
5400,0.190835239,0.038907555,Emitter_1
5400,1.850165276,1.549735119,Emitter_2
5400,0.446092719,0,Emitter_1
5404.700096,1.356128997,1.65447023,Noise
5400,0.370572352,0.221040258,Emitter_1
5410,1.749575333,1.921585997,Emitter_2
5400,1.756251177,1.92917336,Emitter_2
5405.741344,1.729099259,1.830181647,Emitter_2
5405.511425,0.579068653,0.645482441,Noise
5408.528414,0.286159781,0.122864135,Emitter_1
5400,2,1.729481037,Emitter_2
5400.792311,2,1.625505146,Emitter_2
5410,0.28880907,0.182659941,Emitter_1
5410,1.783181677,1.904514142,Emitter_2
5406.812461,1.510979257,1.920360194,Emitter_2
5407.040778,1.937284269,1.808658662,Emitter_2
5400,1.72087748,1.811429416,Emitter_2
5406.900931,0.874776911,0.252556259,Emitter_1
5410.064825,1.678850502,1.757245675,Emitter_2
5410,0.654001084,0.196921173,Emitter_1
5410,1.773801114,2,Emitter_2
5400,1.492901149,2,Emitter_2
5400,0.255301592,0.411116625,Emitter_1
5405.023044,1.865374577,1.971772906,Emitter_2
5401.211681,1.887852817,1.570509579,Emitter_2
5400,0.493298083,0.154887757,Emitter_1
5408.802786,0.863288719,0.793361179,Noise
5400.663299,0.539172797,0.445255814,Emitter_1
5401.016874,1.140833766,0.063125699,Noise
5401.077069,1.286975299,0.771452231,Noise
5400,0.163256932,0.119460176,Emitter_1
5400,2,1.858533977,Emitter_2
5410,1.66087522,1.684357305,Emitter_2
5400,1.622171098,1.844680016,Emitter_2
5400.161944,0.342559772,0,Emitter_1
5403.98995,0.139715026,1.435408912,Noise
5400,0.386916048,0,Emitter_1
5400,1.931161562,1.865497811,Emitter_2
5400,1.71149535,1.612949294,Emitter_2
5410,1.770282128,1.615778432,Emitter_2
5401.057693,0.252115114,0.298604568,Noise
5408.773594,1.987070165,1.952318957,Emitter_2
5400,1.845305583,1.628077287,Emitter_2
5408.10183,0.406446592,0.201206673,Emitter_1
5400,1.509500472,1.810340019,Emitter_2
5400,1.618040006,1.85964671,Emitter_2
5400,1.966464532,1.897271059,Emitter_2
5410,1.944023203,1.792585817,Emitter_2
5400,1.630619977,1.395514702,Emitter_2
5400,1.335301669,1.596344143,Emitter_2
5410,2,1.4942243,Emitter_2
5408.391108,2,1.97729405,Emitter_2
5410,1.707728728,1.882200181,Emitter_2
5407.093633,1.386580113,1.366870025,Noise
5404.091325,2,1.93214231,Emitter_2
5406.355818,1.84197127,1.941738811,Emitter_2
5403.967451,0.328336134,0.080723167,Emitter_1
5400,1.722995622,1.89791942,Emitter_2
5400,2,1.764006997,Emitter_2
5410,1.641826609,1.925091799,Emitter_2
5400,1.808213496,1.764880538,Emitter_2
5404.150791,1.663137542,2,Emitter_2
5400,1.997087905,1.678053464,Emitter_2
5404.480883,0.16582053,0,Emitter_1
5409.13506,1.588710548,1.791966586,Emitter_2
5400,1.712905533,1.394651091,Emitter_2
5401.461914,1.496965347,1.187825453,Noise
5400,1.859701005,2,Emitter_2
5410,1.679927286,2,Emitter_2
5409.494107,1.720144744,1.334097692,Emitter_2
5400.785666,1.514050443,1.896650055,Noise
5403.527721,0.470115067,1.603175324,Noise
5400,2,1.47276315,Emitter_2
5405.171886,1.719727867,1.63997428,Emitter_2
5406.783876,0.147535932,0,Emitter_1
5407.400731,1.759321601,1.875763051,Emitter_2
5402.117589,1.816560985,1.777938992,Emitter_2
5410,0.061901304,0.102635407,Emitter_1
5410,0.36682171,0.115196883,Emitter_1
5409.139635,1.490633737,0.711395038,Noise
5410,0.075180119,0,Emitter_1
5400,1.823289361,1.761773869,Emitter_2
5402.38109,0.269688978,0,Emitter_1
5400,1.760904696,1.941806739,Emitter_2
5404.228359,1.768448555,1.731393862,Emitter_2
5406.783414,0.346347867,0.238005507,Emitter_1
5407.221031,0.591495882,0.080586543,Emitter_1
5406.635649,1.503750836,1.954445648,Emitter_2
5405.547284,1.614592309,1.060837116,Noise
5400,0.557017004,0,Emitter_1
5400,2,1.741449298,Emitter_2
5408.393363,0.982688389,1.382339633,Noise
5401.52903,1.918243763,1.735958805,Emitter_2
5399.954164,1.796178901,1.997893544,Emitter_2
5400,0.524711876,0,Emitter_1
5400,0.579405795,0.09741859,Emitter_1
5408.308786,1.842347131,1.746022309,Emitter_2
5402.281592,0.502998051,0,Emitter_1
5406.923955,1.871709938,1.939977607,Noise
5403.419809,0.701226352,0.886257727,Noise
5407.919939,0.053591001,0.228460905,Emitter_1
5400,1.550202823,1.707419309,Emitter_2
5405.341502,2,1.861321338,Emitter_2
5407.436091,1.871857777,1.609704638,Emitter_2
5400,1.725425605,1.744514937,Emitter_2
5400,1.512219325,1.730723693,Emitter_2
5410,1.982090903,1.935539369,Emitter_2
5401.233383,0.919341368,0.062416098,Noise
5400,1.898580688,1.947062275,Emitter_2
5410,0.359817839,0.0736481,Emitter_1
5400,0.24488402,0.059799285,Emitter_1
5410,0.368865738,0,Emitter_1
5400,0.472457338,0.318523124,Emitter_1
5400,0.602829426,0,Emitter_1
5407.016692,1.264129083,0.490889788,Noise
5400,1.978853517,1.529810825,Emitter_2
5410,1.847795742,1.874429757,Emitter_2
5405.211294,1.413571538,1.879093791,Emitter_2
5400.955901,2,1.426909776,Emitter_2
5400,1.505942721,1.401763714,Emitter_2
5400,1.779257717,1.779171203,Emitter_2
5410,0.169609451,0.282089935,Emitter_1
5408.128241,1.589063189,1.598207208,Emitter_2
5400,0.352498583,0,Emitter_1
5400,1.910688616,1.726525569,Emitter_2
5410,1.85408626,1.849701205,Emitter_2
5400,1.505845402,1.768203746,Emitter_2
5400,1.538462587,1.918956089,Emitter_2
5399.09922,1.963345689,1.954435056,Emitter_2
5400,0.564900564,0,Emitter_1
5405.311845,1.794895224,1.865539296,Emitter_2
5400,0.323113344,0.172740223,Emitter_1
5400,2,1.794239442,Emitter_2
5404.868557,1.04823345,1.058016664,Noise
5400,1.951223005,2,Emitter_2
5404.759922,1.609204143,1.86217346,Emitter_2
5410,0.318377915,0,Emitter_1
5403.82972,1.958052984,1.685469637,Emitter_2
5400.576985,1.872177131,1.846554494,Emitter_2
5400,1.216882149,1.8990389,Emitter_2
5400.489469,1.78193567,1.792239694,Emitter_2
5400,0.599591222,0,Emitter_1
5410,1.834118133,1.546912397,Emitter_2
5404.962072,1.803152031,1.858562051,Emitter_2
5400,1.9898731,1.638481105,Emitter_2
5400,1.907134663,1.9257835,Emitter_2
5402.079365,1.617163864,1.903946963,Emitter_2
5401.135269,1.861721836,1.333456563,Noise
5402.842354,0.186795741,0,Emitter_1
5400,1.725708146,2,Emitter_2
5405.576293,1.828559085,1.951701995,Emitter_2
5400,1.883025885,1.757193982,Emitter_2
5406.109103,1.975600225,1.872956356,Emitter_2
5410,0.179302325,0,Emitter_1
5400,0.313698453,0.120692005,Emitter_1
5400,1.998901683,1.586064336,Emitter_2
5400,0.327363361,0.004134969,Emitter_1
5404.508952,1.665179066,1.663246935,Emitter_2
5400,1.911727715,1.64615585,Emitter_2
5408.415594,1.899406207,1.097762097,Noise
5410.624821,1.546957905,1.229970662,Emitter_2
5400,2,2,Emitter_2
5400,1.605013047,2,Emitter_2
5400,1.459504512,1.892117629,Emitter_2
5400,1.927229293,2,Emitter_2
5410,1.640951866,2,Emitter_2
5400.770189,1.687756174,1.732243904,Emitter_2
5403.354935,0.214432996,1.77736386,Noise
5400,1.837623867,2,Emitter_2
5400,0.472909592,0.148455089,Emitter_1
5401.77103,1.886168811,1.788909691,Emitter_2
5400,0.3259969,0.428171251,Emitter_1
5402.707777,2,2,Emitter_2
5406.017311,0.444469059,0,Emitter_1
5410,1.546881637,2,Emitter_2
5404.118775,1.950442815,1.873254896,Emitter_2
5405.751217,1.547493684,1.829935162,Emitter_2
5400,1.76171363,1.714860319,Emitter_2
5403.800857,2,2,Emitter_2
5400,1.523132795,2,Emitter_2
5408.759288,0.232947039,0.324135522,Emitter_1
5400,0.170451272,0.091488589,Emitter_1
5404.178144,1.614872648,1.780624776,Emitter_2
5400,1.652987085,1.499819037,Emitter_2
5400,0.120917336,0,Emitter_1
5400,0.112931513,0,Emitter_1
5400,1.756523294,2,Emitter_2
5411.179157,1.68724027,1.720304605,Emitter_2
5400,1.799096336,1.744918916,Emitter_2
5400,2,1.622707935,Emitter_2
5410,1.805353668,1.80562465,Emitter_2
5409.529862,1.578357801,1.598991745,Emitter_2
5400,0.477112734,0,Emitter_1
5400.49721,1.739012279,2,Emitter_2
5410,2,1.536354714,Emitter_2
5400,1.859546743,1.654606393,Emitter_2
5400.855981,1.576569215,1.766201251,Emitter_2
5407.48554,0.552854793,0.694097721,Noise
5410,2,1.852363731,Emitter_2
5402.98696,1.688006018,2,Emitter_2
5407.010015,1.464738597,1.488769044,Noise
5409.319657,0,0,Emitter_1
5408.076546,0.007614196,0,Emitter_1
5403.012266,1.991331347,1.575939087,Emitter_2
5410,0.570830759,0.070719724,Emitter_1
5400,1.585884004,1.935941453,Emitter_2
5410,1.727621918,1.730205409,Emitter_2
5404.656238,2,1.747981381,Emitter_2
5400,1.800335003,1.742508044,Emitter_2
5400.159359,0.480715114,0.230458685,Emitter_1
5410,1.71767687,1.855131149,Emitter_2
5400,1.775109685,1.851766632,Emitter_2
5404.554476,1.825261025,2,Emitter_2
5399.394112,2.0019859,1.742551894,Emitter_2
5400,1.588436498,1.239175698,Emitter_2
5406.011562,0.664734195,1.298400122,Noise
5400,1.667812148,1.721468093,Emitter_2
5400.016327,1.601173659,1.820955653,Emitter_2
5400,0.23249042,0.039514919,Emitter_1
5410,1.964798483,1.386129257,Emitter_2
5409.691257,1.773191129,1.790156685,Emitter_2
5409.616019,1.557107373,1.792661902,Emitter_2
5406.997167,1.546778469,0.724459671,Noise
5410,0.249358245,0,Emitter_1
5400,1.554127246,2,Emitter_2
5402.630847,1.799001433,1.880676623,Emitter_2
5402.151616,1.746047616,2,Emitter_2
5400,1.860917144,1.651882956,Emitter_2
5400,1.950023624,1.800285855,Emitter_2
5406.811067,1.504115777,0.669993559,Noise
5410,2,1.534632389,Emitter_2
5410,1.603248548,2,Emitter_2
5410,1.761505032,2,Emitter_2
5400.67053,1.901522727,1.842163134,Emitter_2
5400,1.841280016,1.459324831,Emitter_2
5410,0.70743256,0,Emitter_1
5400,1.833902474,1.847427656,Emitter_2
5410,1.947690149,1.953632401,Emitter_2
5400,2,2,Emitter_2
5410,0.129722982,0.215164641,Emitter_1
5400,0.435528802,0.050209104,Emitter_1
5407.103584,0.022880344,0,Emitter_1
5409.457571,1.850110644,2,Emitter_2
5405.946166,1.518567478,1.867091911,Emitter_2
5408.899862,1.966171974,2.004485069,Emitter_2
5400,0.518848129,0,Emitter_1
5406.795741,2,1.993573252,Emitter_2
5410,0.40535104,0,Emitter_1
5400.904127,1.739991766,2,Emitter_2
5400,0.270459463,0.05020824,Emitter_1
5404.178991,1.594813013,1.486471162,Emitter_2
5403.610398,0.699986867,1.340183025,Noise
5400.975529,1.763794622,1.616924237,Emitter_2
5404.80347,1.029866986,0.376980771,Noise
5400,1.927991469,1.836723845,Emitter_2
5410,1.407216034,1.961825349,Emitter_2
5400,1.886931306,1.883505579,Emitter_2
5400,0.43983574,0.495008228,Emitter_1
5400,0.332721436,0.156963449,Emitter_1
5406.944297,2,1.596742909,Emitter_2
5400,1.702321246,1.965858407,Emitter_2
5400,1.874294649,1.954649213,Emitter_2
5402.615437,1.801647617,1.797239074,Emitter_2
5405.810012,1.861784076,0.83024081,Noise
5404.075023,1.106114293,1.791904692,Noise
5410,1.71714808,2,Emitter_2
5400,1.16003186,2,Emitter_2
5400.669256,0.36244151,0,Emitter_1
5402.155578,1.886264796,1.651175465,Emitter_2
5405.961508,0.309874223,0,Emitter_1
5402.242183,2,1.663366913,Emitter_2
5410,0.192548374,0.237847027,Emitter_1
5400,0.341191726,0,Emitter_1
5400,1.478946509,1.719834778,Emitter_2
5400,1.504959485,1.605012048,Emitter_2
5402.10673,1.637246779,1.732425969,Emitter_2
5403.103056,2,2,Emitter_2
5402.916903,1.936238017,1.663900992,Emitter_2
5400,1.645074595,1.398369523,Emitter_2
5405.821642,1.496861537,1.853979935,Emitter_2
5404.139688,1.722516975,1.804624917,Emitter_2
5400,1.884705665,1.914189907,Emitter_2
5400,1.73625704,1.488520007,Emitter_2
5400,0.090948724,0,Emitter_1
5400.378224,2,1.773934321,Emitter_2
5402.170193,1.807428256,1.581923965,Emitter_2
5401.359125,0.261130835,0.044964921,Emitter_1
5400,1.575279402,1.609587759,Emitter_2
5401.530931,1.510861369,1.788379883,Emitter_2
